Loan #,Seller(1),Property Name,Street Address,City,State,Zip Code,County,Number of Properties,Property_5 Type,Property_3 Subtype,Year Built,Year Renovated,Loan #.1,Seller(1).1,Property Name.1,Units(2),Unit of  Measure,Occupancy %,Occupancy Date,Appraised Value ($)(3),Appraisal Date(3),Current_1 LTV %(3),Original Balance ($)(4)_9,Original Balance_8 per Unit ($)_4,Current_4 Balance ($)(4)_1,Current Balance_2 per Unit ($)_4,% of Initial Pool Balance,Crossed Loan,Related Borrower(5),Interest Rate %(6)_1,Admin. Fee %(6),Net Mortgage Rate %(6)_0,Accrual Type,Loan #.2,Seller(1).2,Property Name.2,Monthly Debt Service ($)(7),Annual Debt Service ($)(8),Note Date,First Payment Date(9),Partial IO Last IO Payment,Partial IO Loan First P&I Payment,Rem._0  Term(9),Rem._0  Amort,I/O Period(9)(10),Seasoning,Payment Due Date,Grace Period_0  (Late Payment),Grace Period_7  (Default),Maturity Date,ARD Loan(11),Final Mat Date(11),Maturity/ARD Balance ($)(4),Maturity LTV %(3),Loan #.3,Seller(1).3,Property Name.3,Prepayment Provision (Payments)(9)(12)(13),2008_3 Revenues ($)_9,2008_7 Total Expenses ($)_2,2008_7 NOI ($)_9,2009_5 Revenues ($)_0,2009_0 Total Expenses ($)_3,2009_2 NOI ($)_0,2010_9 Revenues ($)_5,2010_4 Total Expenses ($)_5,2010_5 NOI ($)_5,Most Recent_5  Revenues ($),Most Recent_5  Total Expenses ($),Most Recent_3  NOI ($)(14),As of,Loan #.4,Seller(1).4,Property Name.4,UW Economic Occupancy %,UW_3 Revenues ($),UW Total Expenses ($),UW NOI ($)(14),UW_6  Capital Items ($),UW NCF ($)(14),UW_5  NOI DSCR(14),UW NCF_0 DSCR(14),UW NOI Debt Yield %,UW NCF_5  Debt Yield %,Title Type,Ground Lease_5  Expiration,Ground Lease_8  Extension Terms,PML %,Loan #.5,Seller(1).5,Property Name.5,Upfront Capex Reserve ($)_0,Upfront Engin. Reserve ($)_2,Upfront Envir.  Reserve ($),Upfront TI/LC Reserve ($)_0,Upfront RE Tax Reserve ($)_8,Upfront Ins. Reserve ($)_4,Upfront Other Reserve ($)_1,Unnamed: 99,Monthly Capex Reserve ($)_3,Monthly Envir. Reserve ($)_0,Monthly TI/LC Reserve ($)_8,Monthly RE Tax Reserve ($)_0,Monthly Ins. Reserve ($)_7,Monthly Other Reserve ($)_2,Loan #.6,Seller(1).6,Property Name.6,Capex  Reserve Cap ($)_3,Envir.  Reserve Cap ($)_6,TI/LC  Reserve Cap ($)_0,RE Tax  Reserve Cap ($)_1,Insur.  Reserve Cap ($)_4,Debt Service  Reserve Cap ($)_2,Other  Reserve Cap ($)_0,Unnamed: 10_level_1,Single Tenant,Largest Tenant,Unit Size_9,Lease_0 Expiration_3,Unnamed: 121,2nd Largest Tenant,Unit Size_3,Lease_0 Expiration_0,Loan #.7,Seller(1).7,Property Name.7,3rd Largest Tenant,Unit Size_8,Lease_8 Expiration_1,Unnamed: 131,4th Largest Tenant,"( '     ' ,   ' U n i t   S i z e _ 8 ' ) . 1",Lease_3 Expiration_6,"( '     ' ,   '     ' ) . 1",5th Largest Tenant,Unit Size_4,Lease_5 Expiration_4,Loan Purpose,Loan #.8,Seller(1).8,Property Name.8,Principal / Carveout Guarantor(20),Lockbox_5  (Y/N),Lockbox_9  Type(21),Additional Debt_2  Permitted (Y/N),Additional Debt_2  Exist (Y/N)(22),Additional Debt_4  Amount ($)(22),Additional Debt_5  Type(22),Total Debt_0 Current Balance ($),Total Debt_3  UW NCF  DSCR,Total Debt Current LTV %,Total Debt_9  UW NOI  Debt Yield %,Loan #_2,Seller(1).9,Property Name.9,2008_6 Occupancy %_3,2008_5  ADR ($)_3,2008_5  RevPAR ($)_0,2009_8  Occupancy %_3,2009_5  ADR ($)_6,2009_7  RevPAR ($)_1,2010_4  Occupancy %_1,2010_6  ADR ($)_8,2010_7  RevPAR ($)_8,Most Recent_9  Occupancy %_5,Most Recent_7  ADR ($)_3,Most Recent_3  RevPAR ($)_7,UW_0 Occupancy %_4,UW_6  ADR ($)_7,UW_9  RevPAR ($)_0,Loan #_5
7.0,JPMCB,Kite Retail Portfolio,Various,Various,Various,Various,Various,4,Retail,Anchored,Various,  ,7.0,JPMCB,Kite Retail Portfolio,"359,373",Square Feet,91.5%,Various,"57,925,000",Various,74.9%,"43,400,000",121,"43,400,000",121,4.2%,No,2,5.44200,0.06720,5.37480,Actual/360,7.0,JPMCB,Kite Retail Portfolio,"244,843.42","2,938,121.04",08/03/11,10/01/11,  ,  ,120,360,0,0,1,0,0,09/01/21,No,  ,"36,191,714",62.5%,7.0,JPMCB,Kite Retail Portfolio,"L(25),Grtr1%orYM(92),O(3)","5,887,683","1,931,898","3,955,785","6,347,994","2,042,866","4,305,128","5,850,837","2,052,232","3,798,605","5,939,613","2,095,331","3,844,282",05/31/11,7.0,JPMCB,Kite Retail Portfolio,90.5%,"6,484,653","2,193,504","4,291,149","445,503","3,845,645",1.46,1.31,9.9%,8.9%,Fee,  ,  ,  ,7,JPMCB,Kite Retail Portfolio,"6,000","654,151",0,"187,992",0,0,"374,129",  ,"6,000",0,"22,500",0,0,0,7,JPMCB,Kite Retail Portfolio,"144,000",  ,"810,000",  ,  ,  ,  ,  ,No,  ,  ,  ,  ,  ,  ,  ,7,JPMCB,Kite Retail Portfolio,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Refinance,7.0,JPMCB,Kite Retail Portfolio,"Kite Realty Group, L.P.",Yes,Hard,No,No,NAP,NAP,NAP,NAP,NAP,NAP,7,JPMCB,Kite Retail Portfolio,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,7
7.001,JPMCB,Boulevard Crossing,US 31 Bypass & East Boulevard Street,Kokomo,IN,46902,Howard,1,Retail,Anchored,2004,  ,7.001,JPMCB,Boulevard Crossing,"123,629",Square Feet,89.3%,05/12/11,"18,200,000",06/29/11,  ,"13,650,000",  ,"13,650,000",  ,1.3%,  ,  ,  ,  ,  ,  ,7.001,JPMCB,Boulevard Crossing,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"11,382,878",  ,7.001,JPMCB,Boulevard Crossing,  ,"2,129,908","600,008","1,529,900","2,014,839","623,583","1,391,256","1,862,358","637,434","1,224,924","1,931,244","636,550","1,294,694",05/31/11,7.001,JPMCB,Boulevard Crossing,93.6%,"2,044,393","675,176","1,369,217","181,574","1,187,643",  ,  ,  ,  ,Fee,  ,  ,  ,7.001,JPMCB,Boulevard Crossing,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,7.001,JPMCB,Boulevard Crossing,  ,  ,  ,  ,  ,  ,  ,  ,No,TJ Maxx,"25,000",03/31/14,  ,PetCo,"13,560",01/31/15,7.001,JPMCB,Boulevard Crossing,Shoe Carnival,"12,000",01/31/14,  ,Factory Card Outlet of America,"11,880",06/30/14,  ,Ulta Salon,"11,000",02/28/21,  ,7.001,JPMCB,Boulevard Crossing,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,7.001,JPMCB,Boulevard Crossing,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,7.001
7.002000000000001,JPMCB,Hamilton Crossing Center,12201 North Meridian Street,Carmel,IN,46032,Hamilton,1,Retail,Anchored,1999,  ,7.002000000000001,JPMCB,Hamilton Crossing Center,"82,353",Square Feet,90.6%,05/12/11,"17,400,000",06/29/11,  ,"13,050,000",  ,"13,050,000",  ,1.3%,  ,  ,  ,  ,  ,  ,7.002000000000001,JPMCB,Hamilton Crossing Center,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"10,882,532",  ,7.002000000000001,JPMCB,Hamilton Crossing Center,  ,"1,919,753","518,349","1,401,404","1,940,969","590,859","1,350,110","1,761,209","626,244","1,134,965","1,763,278","643,246","1,120,032",05/31/11,7.002000000000001,JPMCB,Hamilton Crossing Center,88.5%,"1,986,423","667,806","1,318,617","127,058","1,191,560",  ,  ,  ,  ,Fee,  ,  ,  ,7.002,JPMCB,Hamilton Crossing Center,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,7.002,JPMCB,Hamilton Crossing Center,  ,  ,  ,  ,  ,  ,  ,  ,No,Office Depot,"30,722",06/30/14,  ,Jason's Deli,"4,900",06/30/21,7.002,JPMCB,Hamilton Crossing Center,La Hacienda Restaurant,"4,800",11/30/17,  ,Ossip Optometry & Ophthalmology,"3,780",11/30/14,  ,J. Razzo's,"3,762",09/30/16,  ,7.002000000000001,JPMCB,Hamilton Crossing Center,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,7.002,JPMCB,Hamilton Crossing Center,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,7.002
7.002999999999999,JPMCB,Naperville Marketplace,3111 West 111th Street,Naperville,IL,60564,Will,1,Retail,Anchored,2008,  ,7.002999999999999,JPMCB,Naperville Marketplace,"83,763",Square Feet,96.1%,05/23/11,"12,800,000",06/24/11,  ,"9,600,000",  ,"9,600,000",  ,0.9%,  ,  ,  ,  ,  ,  ,7.002999999999999,JPMCB,Naperville Marketplace,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"8,005,540",  ,7.002999999999999,JPMCB,Naperville Marketplace,  ,"674,726","439,142","235,584","1,360,669","497,598","863,071","1,334,538","488,100","846,438","1,372,028","514,633","857,395",05/31/11,7.002999999999999,JPMCB,Naperville Marketplace,92.0%,"1,440,602","538,927","901,675","84,076","817,599",  ,  ,  ,  ,Fee,  ,  ,  ,7.003,JPMCB,Naperville Marketplace,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,7.003,JPMCB,Naperville Marketplace,  ,  ,  ,  ,  ,  ,  ,  ,No,TJ Maxx,"33,000",08/31/16,  ,PetSmart,"28,683",09/30/18,7.003,JPMCB,Naperville Marketplace,Dollar Tree,"8,712",03/31/16,  ,Choo Choo Johnny's,"3,055",05/31/18,  ,Valley View Dental Center,"2,798",10/31/17,  ,7.002999999999999,JPMCB,Naperville Marketplace,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,7.003,JPMCB,Naperville Marketplace,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,7.003
7.004,JPMCB,Publix at Acworth,3507 Baker Road,Acworth,GA,30101,Cobb,1,Retail,Anchored,1997,  ,7.004,JPMCB,Publix at Acworth,"69,628",Square Feet,91.0%,05/12/11,"9,525,000",07/02/11,  ,"7,100,000",  ,"7,100,000",  ,0.7%,  ,  ,  ,  ,  ,  ,7.004,JPMCB,Publix at Acworth,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"5,920,764",  ,7.004,JPMCB,Publix at Acworth,  ,"1,163,296","374,399","788,897","1,031,517","330,826","700,691","892,732","300,454","592,278","873,063","300,902","572,161",05/31/11,7.004,JPMCB,Publix at Acworth,86.3%,"1,013,235","311,595","701,640","52,796","648,843",  ,  ,  ,  ,Fee,  ,  ,  ,7.004,JPMCB,Publix at Acworth,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,7.004,JPMCB,Publix at Acworth,  ,  ,  ,  ,  ,  ,  ,  ,No,Publix,"37,888",05/31/17,  ,CVS,"9,240",04/30/12,7.004,JPMCB,Publix at Acworth,BodyPlex,"6,500",01/31/17,  ,Beauty Hills Beauty Supply,"2,400",09/30/16,  ,Domino's Pizza,"1,500",05/31/13,  ,7.004,JPMCB,Publix at Acworth,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,7.004,JPMCB,Publix at Acworth,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,7.004
8.0,JPMCB,Orland Park Place,1 Orland Park Place,Orland Park,IL,60462,Cook,1,Retail,Anchored,1980,1999,8.0,JPMCB,Orland Park Place,"598,774",Square Feet,99.9%,06/17/11,"81,600,000",06/24/11,51.8%,"42,280,000",71,"42,280,000",71,4.1%,No,3,5.55000,0.10720,5.44280,Actual/360,8.0,JPMCB,Orland Park Place,"198,804.08","2,385,648.96",09/01/11,10/01/11,  ,  ,120,0,120,0,1,0,0,09/01/21,No,  ,"42,280,000",51.8%,8.0,JPMCB,Orland Park Place,"L(25),Grtr1%orYM(92),O(3)","11,325,684","5,135,213","6,190,471","11,389,744","5,549,691","5,840,054","10,678,037","5,142,573","5,535,465","10,673,184","5,599,913","5,073,271",05/31/11,8.0,JPMCB,Orland Park Place,95.0%,"10,676,822","5,181,536","5,495,286","717,965","4,777,320",2.30,2.00,13.0%,11.3%,Fee,  ,  ,  ,8,JPMCB,Orland Park Place,0,0,0,0,0,0,"2,842",  ,0,0,0,0,0,0,8,JPMCB,Orland Park Place,  ,  ,  ,  ,  ,  ,  ,  ,No,Dick's Sporting Goods,"100,000",01/31/19,  ,Bed Bath & Beyond,"55,804",01/31/15,8,JPMCB,Orland Park Place,hhgregg,"44,495",08/31/21,  ,Marshalls,"39,380",10/31/15,  ,Stein Mart,"36,743",01/31/16,Refinance,8.0,JPMCB,Orland Park Place,"IN Retail Fund, L.L.C.",Yes,Springing,No,No,NAP,NAP,NAP,NAP,NAP,NAP,8,JPMCB,Orland Park Place,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,8
9.0,JPMCB,LaSalle Select Portfolio,Various,Various,GA,Various,Various,4,Office,Suburban,Various,  ,9.0,JPMCB,LaSalle Select Portfolio,"399,641",Square Feet,86.3%,06/01/11,"53,550,000",05/25/11,74.9%,"40,125,000",100,"40,085,439",100,3.9%,No,5,5.31340,0.12720,5.18620,Actual/360,9.0,JPMCB,LaSalle Select Portfolio,"223,150.00","2,677,800.00",07/06/11,09/01/11,  ,  ,119,359,0,1,1,0,0,08/01/21,No,  ,"33,328,551",62.2%,9.0,JPMCB,LaSalle Select Portfolio,"L(25),Def(93),O(2)","6,999,415","2,628,888","4,370,527","6,837,689","2,575,714","4,261,975","6,948,249","2,666,519","4,281,730","7,099,422","2,684,704","4,414,717",04/30/11,9.0,JPMCB,LaSalle Select Portfolio,83.0%,"6,968,528","2,752,737","4,215,792","506,842","3,708,949",1.57,1.39,10.5%,9.3%,Fee,  ,  ,  ,9,JPMCB,LaSalle Select Portfolio,"9,658","38,750",0,"41,670","511,122",0,"1,691,170",  ,"9,658",0,"41,670","49,692",0,0,9,JPMCB,LaSalle Select Portfolio,  ,  ,"1,500,000",  ,  ,  ,  ,  ,No,  ,  ,  ,  ,  ,  ,  ,9,JPMCB,LaSalle Select Portfolio,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Acquisition,9.0,JPMCB,LaSalle Select Portfolio,"Rosemont Realty, LLC",Yes,Hard,No,No,NAP,NAP,NAP,NAP,NAP,NAP,9,JPMCB,LaSalle Select Portfolio,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,9
9.001,JPMCB,5707 Peachtree Parkway,5707 Peachtree Parkway,Norcross,GA,30092,Gwinnett,1,Office,Suburban,1997,  ,9.001,JPMCB,5707 Peachtree Parkway,"99,142",Square Feet,100.0%,06/01/11,"14,100,000",05/25/11,  ,"10,565,126",  ,"10,554,709",  ,1.0%,  ,  ,  ,  ,  ,  ,9.001,JPMCB,5707 Peachtree Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"8,775,585",  ,9.001,JPMCB,5707 Peachtree Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,9.001,JPMCB,5707 Peachtree Parkway,83.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,Fee,  ,  ,  ,9.001,JPMCB,5707 Peachtree Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,9.001,JPMCB,5707 Peachtree Parkway,  ,  ,  ,  ,  ,  ,  ,  ,Yes,HCA,"99,142",12/31/20,  ,  ,  ,  ,9.001,JPMCB,5707 Peachtree Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,9.001,JPMCB,5707 Peachtree Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,9.001,JPMCB,5707 Peachtree Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,9.001
9.002,JPMCB,3585 Engineering Drive,3585 Engineering Drive,Norcross,GA,30092,Gwinnett,1,Office,Suburban,1996,  ,9.002,JPMCB,3585 Engineering Drive,"98,092",Square Feet,88.3%,06/01/11,"13,700,000",05/25/11,  ,"10,265,406",  ,"10,255,285",  ,1.0%,  ,  ,  ,  ,  ,  ,9.002,JPMCB,3585 Engineering Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"8,526,632",  ,9.002,JPMCB,3585 Engineering Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,9.002,JPMCB,3585 Engineering Drive,83.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,Fee,  ,  ,  ,9.002,JPMCB,3585 Engineering Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,9.002,JPMCB,3585 Engineering Drive,  ,  ,  ,  ,  ,  ,  ,  ,No,Primedia,"86,598",12/31/16,  ,  ,  ,  ,9.002,JPMCB,3585 Engineering Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,9.002,JPMCB,3585 Engineering Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,9.002,JPMCB,3585 Engineering Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,9.002
9.003,JPMCB,6455 East Johns Crossing,6455 East Johns Crossing,Johns Creek,GA,30097,Fulton,1,Office,Suburban,1996,  ,9.003,JPMCB,6455 East Johns Crossing,"98,253",Square Feet,61.7%,06/01/11,"13,500,000",05/25/11,  ,"10,115,546",  ,"10,105,573",  ,1.0%,  ,  ,  ,  ,  ,  ,9.003,JPMCB,6455 East Johns Crossing,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"8,402,156",  ,9.003,JPMCB,6455 East Johns Crossing,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,9.003,JPMCB,6455 East Johns Crossing,83.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,Fee,  ,  ,  ,9.003,JPMCB,6455 East Johns Crossing,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,9.003,JPMCB,6455 East Johns Crossing,  ,  ,  ,  ,  ,  ,  ,  ,No,Admiral Insurance,"16,048",09/30/16,  ,Wells Fargo,"11,457",07/31/12,9.003,JPMCB,6455 East Johns Crossing,Vsoft,"11,133",10/31/12,  ,Cambridge Learning,"6,162",11/30/13,  ,NetGear,"6,151",04/30/16,  ,9.003,JPMCB,6455 East Johns Crossing,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,9.003,JPMCB,6455 East Johns Crossing,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,9.003
9.004,JPMCB,6625 The Corners Parkway,6625 The Corners Parkway,Norcross,GA,30092,Gwinnett,1,Office,Suburban,1986,  ,9.004,JPMCB,6625 The Corners Parkway,"104,154",Square Feet,94.7%,06/01/11,"12,250,000",05/25/11,  ,"9,178,922",  ,"9,169,872",  ,0.9%,  ,  ,  ,  ,  ,  ,9.004,JPMCB,6625 The Corners Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"7,624,179",  ,9.004,JPMCB,6625 The Corners Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,9.004,JPMCB,6625 The Corners Parkway,83.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,Fee,  ,  ,  ,9.004,JPMCB,6625 The Corners Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,9.004,JPMCB,6625 The Corners Parkway,  ,  ,  ,  ,  ,  ,  ,  ,No,Ashworth University,"31,822",12/31/18,  ,Arinso,"29,471",03/31/16,9.004,JPMCB,6625 The Corners Parkway,Canvas Systems,"15,221",08/31/14,  ,Nanolumens,"14,654",01/31/12,  ,Conway Data,"7,438",07/31/17,  ,9.004,JPMCB,6625 The Corners Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,9.004,JPMCB,6625 The Corners Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,9.004
10.0,JPMCB,Denver West Village,14225-14401 West Colfax Avenue,Lakewood,CO,80401,Jefferson,1,Retail,Anchored,1997,  ,10.0,JPMCB,Denver West Village,"310,150",Square Feet,86.5%,04/21/11,"45,000,000",06/12/11,62.2%,"28,000,000",90,"28,000,000",90,2.7%,No,  ,5.03700,0.10720,4.92980,Actual/360,10.0,JPMCB,Denver West Village,"150,943.85","1,811,326.20",06/29/11,08/01/11,07/01/14,08/01/14,118,360,36,2,1,5,5,07/01/21,No,  ,"24,809,285",55.1%,10.0,JPMCB,Denver West Village,"L(26),Def(90),O(4)","5,880,391","2,388,912","3,491,479","6,495,885","2,379,497","4,116,388","6,651,024","2,371,518","4,279,506",  ,  ,  ,  ,10.0,JPMCB,Denver West Village,91.7%,"5,999,610","2,463,685","3,535,925","306,188","3,229,737",1.95,1.78,12.6%,11.5%,Fee,  ,  ,  ,10,JPMCB,Denver West Village,"5,686",0,0,"500,000","376,057",0,0,  ,"5,686",0,0,"125,353",0,0,10,JPMCB,Denver West Village,  ,  ,  ,  ,  ,  ,  ,  ,No,United Artists Theatre,"51,789",12/31/17,  ,Bed Bath & Beyond,"36,273",01/31/13,10,JPMCB,Denver West Village,Barnes & Noble,"26,246",01/31/13,  ,Office Max,"24,000",09/30/12,  ,Whole Foods Market,"23,627",12/31/12,Refinance,10.0,JPMCB,Denver West Village,The Mills Limited Partnership,Yes,Hard,No,No,NAP,NAP,NAP,NAP,NAP,NAP,10,JPMCB,Denver West Village,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,10
11.0,JPMCB,Lehigh Valley Portfolio,Various,Bethlehem,PA,18017,Northampton,6,Office,Suburban,Various,  ,11.0,JPMCB,Lehigh Valley Portfolio,"331,026",Square Feet,91.5%,01/31/11,"39,100,000",03/01/11,67.6%,"26,520,000",80,"26,428,532",80,2.6%,No,  ,4.85300,0.10720,4.74580,Actual/360,11.0,JPMCB,Lehigh Valley Portfolio,"139,992.10","1,679,905.20",05/11/11,07/01/11,  ,  ,57,357,0,3,1,0,0,06/01/16,No,  ,"24,407,119",62.4%,11.0,JPMCB,Lehigh Valley Portfolio,"L(25),Grtr1%orYM(28),O(7)","5,243,072","1,797,031","3,446,041","5,546,871","1,857,872","3,688,999","5,608,648","1,950,894","3,657,754",  ,  ,  ,  ,11.0,JPMCB,Lehigh Valley Portfolio,88.7%,"5,435,025","1,950,339","3,484,686","492,671","2,992,015",2.07,1.78,13.2%,11.3%,Fee,  ,  ,  ,11,JPMCB,Lehigh Valley Portfolio,"132,415",0,0,"1,058,086","459,580",0,0,  ,"Springing 5,520 if the balance<100,000",0,0,"59,171",0,0,11,JPMCB,Lehigh Valley Portfolio,"132,415",  ,  ,  ,  ,  ,  ,  ,No,  ,  ,  ,  ,  ,  ,  ,11,JPMCB,Lehigh Valley Portfolio,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Acquisition,11.0,JPMCB,Lehigh Valley Portfolio,"Penncap Properties Portfolio, LP",Yes,CMA,No,No,NAP,NAP,NAP,NAP,NAP,NAP,11,JPMCB,Lehigh Valley Portfolio,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,11
11.001,JPMCB,1640-1660 Valley Center Parkway,"1640, 1650 & 1660 Valley Center Parkway",Bethlehem,PA,18017,Northampton,1,Office,Suburban,1996,  ,11.001,JPMCB,1640-1660 Valley Center Parkway,"87,500",Square Feet,83.8%,01/31/11,"10,600,000",03/01/11,  ,"7,189,565",  ,"7,164,768",  ,0.7%,  ,  ,  ,  ,  ,  ,11.001,JPMCB,1640-1660 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"6,616,763",  ,11.001,JPMCB,1640-1660 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,11.001,JPMCB,1640-1660 Valley Center Parkway,88.7%,  ,  ,  ,  ,  ,  ,  ,  ,  ,Fee,  ,  ,  ,11.001,JPMCB,1640-1660 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,11.001,JPMCB,1640-1660 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,No,Lehigh Valley Academy Regional Charter School,"19,000",08/31/17,  ,"Lehigh Valley Hospital, Inc.","15,978",10/31/11,11.001,JPMCB,1640-1660 Valley Center Parkway,PNC Bank,"9,544",05/31/12,  ,Bonshall Shafferman Architects,"5,748",10/31/17,  ,Stratix System,"4,980",05/31/15,  ,11.001,JPMCB,1640-1660 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,11.001,JPMCB,1640-1660 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,11.001
11.002,JPMCB,1455 Valley Center Parkway,1455 Valley Center Parkway,Bethlehem,PA,18017,Northampton,1,Office,Suburban,1996,  ,11.002,JPMCB,1455 Valley Center Parkway,"54,118",Square Feet,100.0%,01/31/11,"7,100,000",03/01/11,  ,"4,815,652",  ,"4,799,043",  ,0.5%,  ,  ,  ,  ,  ,  ,11.002,JPMCB,1455 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"4,431,983",  ,11.002,JPMCB,1455 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,11.002,JPMCB,1455 Valley Center Parkway,88.7%,  ,  ,  ,  ,  ,  ,  ,  ,  ,Fee,  ,  ,  ,11.002,JPMCB,1455 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,11.002,JPMCB,1455 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,No,Life Insurance Company of North America,"48,418",10/31/13,  ,Central Pennsylvania College,"5,700",05/31/16,11.002,JPMCB,1455 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,11.002,JPMCB,1455 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,11.002,JPMCB,1455 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,11.002
