Loan,Seller,Property Name,Street Address,City,State,Zip Code,County,Number of Properties,Property Type,Property Subtype,Year Built,Year Renovated,Units,Unit of Measure,Occupancy,Occupancy Date,Appraised Value,Appraisal Date,Current LTV,Original Balance,Original Balance per Unit,Current Balance,Current Balance per Unit,of Initial Pool Balance,Crossed Loan,Related Borrower,Interest Rate,Admin. Fee,Net Mortgage Rate,Accrual Type,Monthly Debt Service,Annual Debt Service,Note Date,First Payment Date,Partial IO Last IO Payment,Partial IO Loan First P&I Payment,Rem. Term,Rem. Amort,IO Period,Seasoning,Payment Due Date,Grace Period,Grace Period,Maturity Date,ARD Loan,Final Mat Date,MaturityARD Balance,Maturity LTV,Prepayment Provision,2008 Revenues,2008 Total Expenses,2008 NOI,2009 Revenues,2009 Total Expenses,2009 NOI,2010 Revenues,2010 Total Expenses,2010 NOI,Most Recent Revenues,Most Recent Total Expenses,Most Recent NOI,As of,UW Economic Occupancy,UW Revenues,UW Total Expenses,UW NOI,UW Capital Items,UW NCF,UW NOI DSCR,UW NCF DSCR,UW NOI Debt Yield,UW NCF Debt Yield,Title Type,Ground Lease Expiration,Ground Lease Extension Terms,PML,Upfront Capex Reserve,Upfront Engin. Reserve,Upfront Envir. Reserve,Upfront TILC Reserve,Upfront RE Tax Reserve,Upfront Ins. Reserve,Upfront Other Reserve,Monthly Capex Reserve,Monthly Envir. Reserve,Monthly TILC Reserve,Monthly RE Tax Reserve,Monthly Ins. Reserve,Monthly Other Reserve,Capex Reserve Cap,TILC Reserve Cap,Single Tenant,Largest Tenant,Unit Size,Lease Expiration,2nd Largest Tenant,Unit Size,Lease Expiration,3rd Largest Tenant,Unit Size,Lease Expiration,4th Largest Tenant,. 1,Lease Expiration,. 1,5th Largest Tenant,Unit Size,Lease Expiration,Loan Purpose,Principal Carveout Guarantor,Lockbox,Lockbox Type,Additional Debt Permitted,Additional Debt Exist,Additional Debt Amount,Additional Debt Type,Total Debt Current Balance,Total Debt UW NCF DSCR,Total Debt Current LTV,Total Debt UW NOI Debt Yield,2008 Occupancy,2008 ADR,2008 RevPAR,2009 Occupancy,2009 ADR,2009 RevPAR,2010 Occupancy,2010 ADR,2010 RevPAR,Most Recent Occupancy,Most Recent ADR,Most Recent RevPAR,UW Occupancy,UW ADR,UW RevPAR
4.003,JPMCB,Homewood Suites Nashville,706 Church Street,Nashville,TN,37203,Davidson,1,Hotel,Extended Stay,1919,2007,113,Rooms,77.4%,07/31/11,"17,500,000",02/04/11,  ,"11,220,000",  ,"11,165,096",  ,1.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"9,960,647",  ,  ,"3,295,407","2,306,129","989,278","3,559,162","2,323,205","1,235,957","3,877,563","2,565,069","1,312,494","3,985,745","2,604,933","1,380,812",07/31/11,77.4%,"3,985,874","2,609,373","1,376,501",0,"1,376,501",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,No,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,58.2%,129.46,75.30,71.5%,113.83,81.40,76.5%,117.17,89.58,77.4%,119.37,92.37,77.4%,119.37,92.37
4.004,JPMCB,Hampton Inn & Suites South Lake Buena Vista,4971 Calypso Cay Way,Kissimmee,FL,34746,Osceola,1,Hotel,Limited Service,2008,  ,125,Rooms,75.0%,07/31/11,"12,200,000",02/01/11,  ,"6,850,000",  ,"6,816,480",  ,0.7%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"6,081,144",  ,  ,  ,  ,  ,"2,483,234","1,779,348","703,886","2,602,831","1,902,722","700,109","2,867,566","1,940,286","927,280",07/31/11,75.0%,"2,867,622","2,015,682","851,940",0,"851,940",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,No,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,66.7%,80.84,53.89,71.9%,78.55,56.49,75.0%,82.87,62.17,75.0%,82.87,62.17
4.005,JPMCB,Candlewood Suites Hattiesburg,9 Gateway Drive,Hattiesburg,MS,39402,Forrest,1,Hotel,Extended Stay,2007,  ,109,Rooms,61.4%,07/31/11,"10,900,000",02/01/11,  ,"5,710,000",  ,"5,682,059",  ,0.6%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"5,069,099",  ,  ,"2,740,025","1,177,628","1,562,397","2,090,246","1,045,949","1,044,297","2,184,126","1,115,094","1,069,032","2,073,878","1,018,793","1,055,085",07/31/11,61.4%,"2,074,047","1,052,110","1,021,937",0,"1,021,937",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,No,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,78.2%,87.24,68.24,61.3%,85.09,52.13,63.4%,85.94,54.48,61.4%,84.20,51.69,61.4%,84.20,51.69
5.0,JPMCB,Google Kirkland Campus,"747, 777, & 787 6th Street South",Kirkland,WA,98033,King,1,Office,Suburban,2008,  ,"194,825",Square Feet,100.0%,07/06/11,"91,000,000",07/14/11,59.9%,"54,475,000",280,"54,475,000",280,5.3%,No,  ,5.90000,0.06720,5.83280,Actual/360,"347,660.79","4,171,929.48",08/26/11,10/01/11,  ,  ,120,300,0,0,1,0,0,09/01/21,No,  ,"42,045,781",46.2%,"L(25),Grtr1%orYM(91),O(4)",  ,  ,  ,"7,043,641","1,247,970","5,795,671","8,007,495","2,029,081","5,978,414","8,520,560","2,395,365","6,125,195",06/30/11,95.0%,"8,348,237","2,401,322","5,946,915","464,926","5,481,989",1.43,1.31,10.9%,10.1%,Fee,  ,  ,9%,"2,435",0,"672,322",0,"232,989","13,881",0,"2,435",0,0,"46,598","4,627",0,"87,660",  ,Yes,Google,"194,825",01/31/20,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Refinance,"John M. Stone, Suzanne Stone, Bryan P. Stone, et. al",Yes,Hard,No,No,NAP,NAP,NAP,NAP,NAP,NAP,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
6.0,JPMCB,24 West 57th Street,24 West 57th Street,New York,NY,10019,New York,1,Mixed Use,Office/Retail,1928,2009,"110,818",Square Feet,98.9%,06/30/11,"80,000,000",07/01/11,61.1%,"48,850,000",441,"48,850,000",441,4.7%,No,  ,5.17900,0.10720,5.07180,Actual/360,"267,607.30","3,211,287.60",08/22/11,10/01/11,  ,  ,60,360,0,0,1,0,0,09/01/16,Yes,09/01/18,"45,178,660",56.5%,"L(25),Grtr1%orYM(32),O(3)",  ,  ,  ,"6,144,263","2,543,026","3,601,236","6,766,684","2,259,091","4,507,594","6,814,257","2,417,680","4,396,577",06/30/11,95.0%,"7,062,297","2,410,948","4,651,349","317,871","4,333,478",1.45,1.35,9.5%,8.9%,Fee,  ,  ,  ,"2,325",0,0,"20,833","248,377",0,0,"2,325",0,"25,000","82,792",0,0,  ,"750,000",No,Ana Tzarev,"17,530",08/31/17,Marian Goodman Gallery,"14,318",06/30/16,Beacon Restaurant,"12,836",11/30/18,The Timberland Company,"12,500",06/30/12,  ,"Andrew Koenigsberg, LLC","5,395",04/30/21,Refinance,"Berndt Perl, Kenneth Aschendorf",Yes,Hard,No,No,NAP,NAP,NAP,NAP,NAP,NAP,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
7.0,JPMCB,Kite Retail Portfolio,Various,Various,Various,Various,Various,4,Retail,Anchored,Various,  ,"359,373",Square Feet,91.5%,Various,"57,925,000",Various,74.9%,"43,400,000",121,"43,400,000",121,4.2%,No,2,5.44200,0.06720,5.37480,Actual/360,"244,843.42","2,938,121.04",08/03/11,10/01/11,  ,  ,120,360,0,0,1,0,0,09/01/21,No,  ,"36,191,714",62.5%,"L(25),Grtr1%orYM(92),O(3)","5,887,683","1,931,898","3,955,785","6,347,994","2,042,866","4,305,128","5,850,837","2,052,232","3,798,605","5,939,613","2,095,331","3,844,282",05/31/11,90.5%,"6,484,653","2,193,504","4,291,149","445,503","3,845,645",1.46,1.31,9.9%,8.9%,Fee,  ,  ,  ,"6,000","654,151",0,"187,992",0,0,"374,129","6,000",0,"22,500",0,0,0,"144,000","810,000",No,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Refinance,"Kite Realty Group, L.P.",Yes,Hard,No,No,NAP,NAP,NAP,NAP,NAP,NAP,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
7.001,JPMCB,Boulevard Crossing,US 31 Bypass & East Boulevard Street,Kokomo,IN,46902,Howard,1,Retail,Anchored,2004,  ,"123,629",Square Feet,89.3%,05/12/11,"18,200,000",06/29/11,  ,"13,650,000",  ,"13,650,000",  ,1.3%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"11,382,878",  ,  ,"2,129,908","600,008","1,529,900","2,014,839","623,583","1,391,256","1,862,358","637,434","1,224,924","1,931,244","636,550","1,294,694",05/31/11,93.6%,"2,044,393","675,176","1,369,217","181,574","1,187,643",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,No,TJ Maxx,"25,000",03/31/14,PetCo,"13,560",01/31/15,Shoe Carnival,"12,000",01/31/14,Factory Card Outlet of America,"11,880",06/30/14,  ,Ulta Salon,"11,000",02/28/21,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
7.002000000000002,JPMCB,Hamilton Crossing Center,12201 North Meridian Street,Carmel,IN,46032,Hamilton,1,Retail,Anchored,1999,  ,"82,353",Square Feet,90.6%,05/12/11,"17,400,000",06/29/11,  ,"13,050,000",  ,"13,050,000",  ,1.3%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"10,882,532",  ,  ,"1,919,753","518,349","1,401,404","1,940,969","590,859","1,350,110","1,761,209","626,244","1,134,965","1,763,278","643,246","1,120,032",05/31/11,88.5%,"1,986,423","667,806","1,318,617","127,058","1,191,560",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,No,Office Depot,"30,722",06/30/14,Jason's Deli,"4,900",06/30/21,La Hacienda Restaurant,"4,800",11/30/17,Ossip Optometry & Ophthalmology,"3,780",11/30/14,  ,J. Razzo's,"3,762",09/30/16,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
7.002999999999999,JPMCB,Naperville Marketplace,3111 West 111th Street,Naperville,IL,60564,Will,1,Retail,Anchored,2008,  ,"83,763",Square Feet,96.1%,05/23/11,"12,800,000",06/24/11,  ,"9,600,000",  ,"9,600,000",  ,0.9%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"8,005,540",  ,  ,"674,726","439,142","235,584","1,360,669","497,598","863,071","1,334,538","488,100","846,438","1,372,028","514,633","857,395",05/31/11,92.0%,"1,440,602","538,927","901,675","84,076","817,599",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,No,TJ Maxx,"33,000",08/31/16,PetSmart,"28,683",09/30/18,Dollar Tree,"8,712",03/31/16,Choo Choo Johnny's,"3,055",05/31/18,  ,Valley View Dental Center,"2,798",10/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
7.004,JPMCB,Publix at Acworth,3507 Baker Road,Acworth,GA,30101,Cobb,1,Retail,Anchored,1997,  ,"69,628",Square Feet,91.0%,05/12/11,"9,525,000",07/02/11,  ,"7,100,000",  ,"7,100,000",  ,0.7%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"5,920,764",  ,  ,"1,163,296","374,399","788,897","1,031,517","330,826","700,691","892,732","300,454","592,278","873,063","300,902","572,161",05/31/11,86.3%,"1,013,235","311,595","701,640","52,796","648,843",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,No,Publix,"37,888",05/31/17,CVS,"9,240",04/30/12,BodyPlex,"6,500",01/31/17,Beauty Hills Beauty Supply,"2,400",09/30/16,  ,Domino's Pizza,"1,500",05/31/13,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
8.0,JPMCB,Orland Park Place,1 Orland Park Place,Orland Park,IL,60462,Cook,1,Retail,Anchored,1980,1999,"598,774",Square Feet,99.9%,06/17/11,"81,600,000",06/24/11,51.8%,"42,280,000",71,"42,280,000",71,4.1%,No,3,5.55000,0.10720,5.44280,Actual/360,"198,804.08","2,385,648.96",09/01/11,10/01/11,  ,  ,120,0,120,0,1,0,0,09/01/21,No,  ,"42,280,000",51.8%,"L(25),Grtr1%orYM(92),O(3)","11,325,684","5,135,213","6,190,471","11,389,744","5,549,691","5,840,054","10,678,037","5,142,573","5,535,465","10,673,184","5,599,913","5,073,271",05/31/11,95.0%,"10,676,822","5,181,536","5,495,286","717,965","4,777,320",2.30,2.00,13.0%,11.3%,Fee,  ,  ,  ,0,0,0,0,0,0,"2,842",0,0,0,0,0,0,  ,  ,No,Dick's Sporting Goods,"100,000",01/31/19,Bed Bath & Beyond,"55,804",01/31/15,hhgregg,"44,495",08/31/21,Marshalls,"39,380",10/31/15,  ,Stein Mart,"36,743",01/31/16,Refinance,"IN Retail Fund, L.L.C.",Yes,Springing,No,No,NAP,NAP,NAP,NAP,NAP,NAP,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
9.0,JPMCB,LaSalle Select Portfolio,Various,Various,GA,Various,Various,4,Office,Suburban,Various,  ,"399,641",Square Feet,86.3%,06/01/11,"53,550,000",05/25/11,74.9%,"40,125,000",100,"40,085,439",100,3.9%,No,5,5.31340,0.12720,5.18620,Actual/360,"223,150.00","2,677,800.00",07/06/11,09/01/11,  ,  ,119,359,0,1,1,0,0,08/01/21,No,  ,"33,328,551",62.2%,"L(25),Def(93),O(2)","6,999,415","2,628,888","4,370,527","6,837,689","2,575,714","4,261,975","6,948,249","2,666,519","4,281,730","7,099,422","2,684,704","4,414,717",04/30/11,83.0%,"6,968,528","2,752,737","4,215,792","506,842","3,708,949",1.57,1.39,10.5%,9.3%,Fee,  ,  ,  ,"9,658","38,750",0,"41,670","511,122",0,"1,691,170","9,658",0,"41,670","49,692",0,0,  ,"1,500,000",No,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Acquisition,"Rosemont Realty, LLC",Yes,Hard,No,No,NAP,NAP,NAP,NAP,NAP,NAP,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
9.001,JPMCB,5707 Peachtree Parkway,5707 Peachtree Parkway,Norcross,GA,30092,Gwinnett,1,Office,Suburban,1997,  ,"99,142",Square Feet,100.0%,06/01/11,"14,100,000",05/25/11,  ,"10,565,126",  ,"10,554,709",  ,1.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"8,775,585",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,83.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,HCA,"99,142",12/31/20,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
9.002,JPMCB,3585 Engineering Drive,3585 Engineering Drive,Norcross,GA,30092,Gwinnett,1,Office,Suburban,1996,  ,"98,092",Square Feet,88.3%,06/01/11,"13,700,000",05/25/11,  ,"10,265,406",  ,"10,255,285",  ,1.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"8,526,632",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,83.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,No,Primedia,"86,598",12/31/16,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
9.003,JPMCB,6455 East Johns Crossing,6455 East Johns Crossing,Johns Creek,GA,30097,Fulton,1,Office,Suburban,1996,  ,"98,253",Square Feet,61.7%,06/01/11,"13,500,000",05/25/11,  ,"10,115,546",  ,"10,105,573",  ,1.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"8,402,156",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,83.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,No,Admiral Insurance,"16,048",09/30/16,Wells Fargo,"11,457",07/31/12,Vsoft,"11,133",10/31/12,Cambridge Learning,"6,162",11/30/13,  ,NetGear,"6,151",04/30/16,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
9.004,JPMCB,6625 The Corners Parkway,6625 The Corners Parkway,Norcross,GA,30092,Gwinnett,1,Office,Suburban,1986,  ,"104,154",Square Feet,94.7%,06/01/11,"12,250,000",05/25/11,  ,"9,178,922",  ,"9,169,872",  ,0.9%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"7,624,179",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,83.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,No,Ashworth University,"31,822",12/31/18,Arinso,"29,471",03/31/16,Canvas Systems,"15,221",08/31/14,Nanolumens,"14,654",01/31/12,  ,Conway Data,"7,438",07/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
10.0,JPMCB,Denver West Village,14225-14401 West Colfax Avenue,Lakewood,CO,80401,Jefferson,1,Retail,Anchored,1997,  ,"310,150",Square Feet,86.5%,04/21/11,"45,000,000",06/12/11,62.2%,"28,000,000",90,"28,000,000",90,2.7%,No,  ,5.03700,0.10720,4.92980,Actual/360,"150,943.85","1,811,326.20",06/29/11,08/01/11,07/01/14,08/01/14,118,360,36,2,1,5,5,07/01/21,No,  ,"24,809,285",55.1%,"L(26),Def(90),O(4)","5,880,391","2,388,912","3,491,479","6,495,885","2,379,497","4,116,388","6,651,024","2,371,518","4,279,506",  ,  ,  ,  ,91.7%,"5,999,610","2,463,685","3,535,925","306,188","3,229,737",1.95,1.78,12.6%,11.5%,Fee,  ,  ,  ,"5,686",0,0,"500,000","376,057",0,0,"5,686",0,0,"125,353",0,0,  ,  ,No,United Artists Theatre,"51,789",12/31/17,Bed Bath & Beyond,"36,273",01/31/13,Barnes & Noble,"26,246",01/31/13,Office Max,"24,000",09/30/12,  ,Whole Foods Market,"23,627",12/31/12,Refinance,The Mills Limited Partnership,Yes,Hard,No,No,NAP,NAP,NAP,NAP,NAP,NAP,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
11.0,JPMCB,Lehigh Valley Portfolio,Various,Bethlehem,PA,18017,Northampton,6,Office,Suburban,Various,  ,"331,026",Square Feet,91.5%,01/31/11,"39,100,000",03/01/11,67.6%,"26,520,000",80,"26,428,532",80,2.6%,No,  ,4.85300,0.10720,4.74580,Actual/360,"139,992.10","1,679,905.20",05/11/11,07/01/11,  ,  ,57,357,0,3,1,0,0,06/01/16,No,  ,"24,407,119",62.4%,"L(25),Grtr1%orYM(28),O(7)","5,243,072","1,797,031","3,446,041","5,546,871","1,857,872","3,688,999","5,608,648","1,950,894","3,657,754",  ,  ,  ,  ,88.7%,"5,435,025","1,950,339","3,484,686","492,671","2,992,015",2.07,1.78,13.2%,11.3%,Fee,  ,  ,  ,"132,415",0,0,"1,058,086","459,580",0,0,"Springing 5,520 if the balance<100,000",0,0,"59,171",0,0,"132,415",  ,No,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Acquisition,"Penncap Properties Portfolio, LP",Yes,CMA,No,No,NAP,NAP,NAP,NAP,NAP,NAP,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
11.001,JPMCB,1640-1660 Valley Center Parkway,"1640, 1650 & 1660 Valley Center Parkway",Bethlehem,PA,18017,Northampton,1,Office,Suburban,1996,  ,"87,500",Square Feet,83.8%,01/31/11,"10,600,000",03/01/11,  ,"7,189,565",  ,"7,164,768",  ,0.7%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"6,616,763",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,88.7%,  ,  ,  ,  ,  ,  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,No,Lehigh Valley Academy Regional Charter School,"19,000",08/31/17,"Lehigh Valley Hospital, Inc.","15,978",10/31/11,PNC Bank,"9,544",05/31/12,Bonshall Shafferman Architects,"5,748",10/31/17,  ,Stratix System,"4,980",05/31/15,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
11.002,JPMCB,1455 Valley Center Parkway,1455 Valley Center Parkway,Bethlehem,PA,18017,Northampton,1,Office,Suburban,1996,  ,"54,118",Square Feet,100.0%,01/31/11,"7,100,000",03/01/11,  ,"4,815,652",  ,"4,799,043",  ,0.5%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"4,431,983",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,88.7%,  ,  ,  ,  ,  ,  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,No,Life Insurance Company of North America,"48,418",10/31/13,Central Pennsylvania College,"5,700",05/31/16,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
11.003,JPMCB,1560 Valley Center Parkway,1560 Valley Center Parkway,Bethlehem,PA,18017,Northampton,1,Office,Suburban,1990,  ,"51,400",Square Feet,72.6%,01/31/11,"6,700,000",03/01/11,  ,"4,544,348",  ,"4,528,674",  ,0.4%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"4,182,294",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,88.7%,  ,  ,  ,  ,  ,  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,No,Lehigh Valley Academy Regional Charter School,"23,262",08/31/17,The Guardian Life Insurance Company of America,"14,069",06/30/12,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
11.004,JPMCB,1550 Valley Center Parkway,1550 Valley Center Parkway,Bethlehem,PA,18017,Northampton,1,Office,Suburban,1989,  ,"43,400",Square Feet,100.0%,01/31/11,"6,300,000",03/01/11,  ,"4,273,043",  ,"4,258,305",  ,0.4%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"3,932,604",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,88.7%,  ,  ,  ,  ,  ,  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,No,Lehigh Valley Academy Regional Charter School,"35,230",08/31/17,"Nobel Learning Communities, Inc.","8,170",06/30/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
11.005,JPMCB,1510 Valley Center Parkway,1510 Valley Center Parkway,Bethlehem,PA,18017,Northampton,1,Office,Suburban,1988,  ,"48,208",Square Feet,100.0%,01/31/11,"5,500,000",03/01/11,  ,"3,730,435",  ,"3,717,569",  ,0.4%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"3,433,227",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,88.7%,  ,  ,  ,  ,  ,  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,No,Visiting Nurses Association,"22,408",01/31/15,"Access Services, Inc.","7,935",03/31/13,"Volt Information Sciences, Inc","7,265",04/30/13,Rade Technology Corp.,"4,000",01/31/14,  ,SKF USA Inc.,"3,600",04/30/12,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
